Field=#~Integer~#~50|Field=ItemType~String~ItemType~100|Field=DesignItemId~String~DesignItemId~200|Field=Description~String~Description~300|Field=Designator~String~Designator~500|Field=Comment~String~Comment~200|Field=Quantity~Integer~Quantity~70|Field=Manufacturer~String~Manufacturer~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=PartNumber~String~PartNumber~100|Field=Supplier~String~Supplier~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number~String~Supplier Part Number~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~String~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|Field=Manufacturer Part Number~String~Manufacturer Part Number~100|ReportField=Currency~USD|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~signal_conversion_board_2+3channels.PrjPcb|ReportField=ProjectFullPath~D:\SVN_neu\Duplicating_FPGA_box\signal_conversion_board_2+3channels\signal_conversion_board_2+3channels.PrjPcb|ReportField=Title~Bill of Materials For BOM Document [BOM2.BomDoc]|ReportField=TotalQuantity~112|ReportField=ReportTime~18:02:57|ReportField=ReportDate~24.11.2020|ReportField=ReportDateTime~24.11.2020 18:02:57|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~24.11.2020|ReportField=CurrentTime~17:09:59|ReportField=Date~|ReportField=DocumentFullPathAndName~D:\SVN_neu\Duplicating_FPGA_box\signal_conversion_board_2+3channels\Sheet1.SchDoc|ReportField=DocumentName~Sheet1.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~19.11.2020|ReportField=Organization~|ReportField=ProjectName~signal_conversion_board_2+3channels.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~.1|ReportField=SheetTotal~7|ReportField=Time~|ReportField=Title~|ReportField=DataSourceFileName~BOM2.BomDoc|ReportField=DataSourceFullPath~D:\SVN_neu\Duplicating_FPGA_box\signal_conversion_board_2+3channels\BOM2.BomDoc|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
53|Core-Managed|CMP-001-0162-A.1|CAP CER 2.2UF 10V X7R 1206|C1_B|2.2uF|1|Wurth Electronics|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208015%26seller%3DMouser%26sku%3D710-885012208015%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208015%26seller%3DMouser%26sku%3D710-885012208015%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}885012208015{URL.TIP}Manufacturer|885012208015|Mouser|Mouser|USD|1|710-885012208015|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D885012208015%26seller%3DMouser%26sku%3D710-885012208015%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}710-885012208015{URL.TIP}Supplier|2813||0,35|
54|Core-Managed|CMP-001-0082-2|generic 0805 COG oder X7R Vielschichtkondensatoren max. +/-10%|C3_A|100nF|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
55|Core-Managed|CMP-001-0082-2|generic 0805 COG oder X7R Vielschichtkondensatoren max. +/-10%|C3_B|100nF|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
56|Core-Managed|CMP-001-0082-2|generic 0805 COG oder X7R Vielschichtkondensatoren max. +/-10%|C103|100nF|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
57|Core-Managed|CMP-001-0049-2|LL4007;  Vf 1,1V @ 1A, If = 1A|D1|LL4007|1|TAIWAN SEMICONDUCTOR|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiwan%2520Semiconductor%26mpn%3DLL4007G%26seller%3DFarnell%26sku%3D2677381%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Taiwan%20Semiconductor{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiwan%2520Semiconductor%26mpn%3DLL4007G%26seller%3DFarnell%26sku%3D2677381%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LL4007G{URL.TIP}Manufacturer|LL4007G L2|Farnell|Farnell|USD|1|2677381|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiwan%2520Semiconductor%26mpn%3DLL4007G%26seller%3DFarnell%26sku%3D2677381%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2677381{URL.TIP}Supplier|9863|||
58|Core-Managed|CMP-001-0049-2|LL4007;  Vf 1,1V @ 1A, If = 1A|D2|LL4007|1|TAIWAN SEMICONDUCTOR|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiwan%2520Semiconductor%26mpn%3DLL4007G%26seller%3DFarnell%26sku%3D2677381%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Taiwan%20Semiconductor{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiwan%2520Semiconductor%26mpn%3DLL4007G%26seller%3DFarnell%26sku%3D2677381%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LL4007G{URL.TIP}Manufacturer|LL4007G L2|Farnell|Farnell|USD|1|2677381|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiwan%2520Semiconductor%26mpn%3DLL4007G%26seller%3DFarnell%26sku%3D2677381%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}2677381{URL.TIP}Supplier|9863|||
59|Core-Managed|CMP-001-0042-1|LM317LM/NOPB; 8PIN SOIC; 0,1A|U100|LM317LM|1|Texas Instruments|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTI%2520National%2520Semiconductor%26mpn%3DLM317LMX%252FNOPB%26seller%3DMouser%26sku%3D926-LM317LMX%252FNOPB%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}TI%20National%20Semiconductor{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTI%2520National%2520Semiconductor%26mpn%3DLM317LMX%252FNOPB%26seller%3DMouser%26sku%3D926-LM317LMX%252FNOPB%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LM317LMX%2FNOPB{URL.TIP}Manufacturer|LM317LM/NOPB|Mouser|Mouser|USD|1|926-LM317LM/NOPB|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTI%2520National%2520Semiconductor%26mpn%3DLM317LMX%252FNOPB%26seller%3DMouser%26sku%3D926-LM317LMX%252FNOPB%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}926-LM317LMX%2FNOPB{URL.TIP}Supplier|21483||0,8|
60|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J1_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
61|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J1_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
62|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J1_C|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
63|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J1_D|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
64|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J1_E|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
65|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J2_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
66|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J2_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
67|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J2_C|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
68|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J2_D|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
69|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J2_E|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
70|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J3_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
71|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J3_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
72|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J3_C|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
73|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J3_D|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
74|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J3_E|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
75|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J4_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
76|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J4_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
77|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J4_C|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
78|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J4_D|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
79|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J4_E|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
80|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J5_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
81|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J5_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
82|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J5_C|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
83|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J5_D|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
84|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J5_E|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
85|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J6_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
86|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J6_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
87|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J6_C|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
88|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J6_D|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
89|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J6_E|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
90|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J7_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
91|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J7_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
92|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J7_C|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
93|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J7_D|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
94|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J7_E|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
95|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J8_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
96|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J8_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
97|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J8_C|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
98|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J8_D|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
99|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J8_E|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
100|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J10_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
101|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J10_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
102|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J11_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
103|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J11_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
104|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J_12_A|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
105|Core-Managed|CMP-001-0133-A.1|normal solderbridge|J_12_B|normal solderbridge|1||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier||||
106|Core-Managed|CMP-00491-2|Single-Bit Dual-Supply Bus Transceiver with Configurable Voltage Translation and 3-State Outputs, DBV0006A, SMALL T&R|U1_A|SN74LVC1T45DBVT|1|Texas Instruments|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SN74LVC1T45DBVT{URL.TIP}Manufacturer|SN74LVC1T45DBVTG4||Mouser|USD|1||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}595-SN74LVC1T45DBVT{URL.TIP}Supplier|7823||0,57|
107|Core-Managed|CMP-00491-2|Single-Bit Dual-Supply Bus Transceiver with Configurable Voltage Translation and 3-State Outputs, DBV0006A, SMALL T&R|U1_B|SN74LVC1T45DBVT|1|Texas Instruments|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SN74LVC1T45DBVT{URL.TIP}Manufacturer|SN74LVC1T45DBVTG4||Mouser|USD|1||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}595-SN74LVC1T45DBVT{URL.TIP}Supplier|7823||0,57|
108|Core-Managed|CMP-00491-2|Single-Bit Dual-Supply Bus Transceiver with Configurable Voltage Translation and 3-State Outputs, DBV0006A, SMALL T&R|U1_C|SN74LVC1T45DBVT|1|Texas Instruments|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SN74LVC1T45DBVT{URL.TIP}Manufacturer|SN74LVC1T45DBVTG4||Mouser|USD|1||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}595-SN74LVC1T45DBVT{URL.TIP}Supplier|7823||0,57|
109|Core-Managed|CMP-00491-2|Single-Bit Dual-Supply Bus Transceiver with Configurable Voltage Translation and 3-State Outputs, DBV0006A, SMALL T&R|U1_D|SN74LVC1T45DBVT|1|Texas Instruments|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SN74LVC1T45DBVT{URL.TIP}Manufacturer|SN74LVC1T45DBVTG4||Mouser|USD|1||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}595-SN74LVC1T45DBVT{URL.TIP}Supplier|7823||0,57|
110|Core-Managed|CMP-00491-2|Single-Bit Dual-Supply Bus Transceiver with Configurable Voltage Translation and 3-State Outputs, DBV0006A, SMALL T&R|U1_E|SN74LVC1T45DBVT|1|Texas Instruments|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}SN74LVC1T45DBVT{URL.TIP}Manufacturer|SN74LVC1T45DBVTG4||Mouser|USD|1||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DSN74LVC1T45DBVT%26seller%3DMouser%26sku%3D595-SN74LVC1T45DBVT%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}595-SN74LVC1T45DBVT{URL.TIP}Supplier|7823||0,57|
